,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,V,B,N,O,S,Zr,Homo,Weighted_AN,log_CT_CS
9Cr-074_18,2.4515188893338724,0.0,0.0,0.0,0.0,0.0,0.0,2.7401077990520664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226315225256725,-0.11959145195935186
9Cr-035_39,2.4515188893338724,0.0,0.0,0.0,0.0,0.0,0.0,6.637142723505404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226315225256725,2.930322867138085
9Cr-031_14,0.016835545483968654,0.0,0.0,0.0,0.0,0.0,0.0,-0.4932436137695522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3463938068030892,-37.89711230153287
9Cr-035_23,0.3480746458930168,0.0,0.0,0.0,0.0,0.0,0.0,-4.1869192735001235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,-55.98988533712548
9Cr-049_6,0.46328940724702133,0.0,0.0,0.0,0.0,0.0,0.0,3.3353290356214487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,0.0
9Cr-077_15,0.46328940724702133,0.0,0.0,0.0,0.0,0.0,0.0,3.3353290356214487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,0.0
9Cr-071_18,2.6685164401589394,0.0,0.0,0.0,0.0,0.0,0.0,-23.302334288094503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4434549527106713,9.250432273055663
9Cr-043_27,2.4515188893338724,0.0,0.0,0.0,0.0,0.0,0.0,2.7401077990520664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226315225256725,-0.11959145195935186
9Cr-072_15,0.016835545483968654,0.0,0.0,0.0,0.0,0.0,0.0,-0.4932436137695522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3463938068030892,-37.89711230153287
9Cr-061_9,0.3480746458930168,0.0,0.0,0.0,0.0,0.0,0.0,-2.6779420768255955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3831416835553072,-25.016874091194993
9Cr-072_6,0.3480746458930168,0.0,0.0,0.0,0.0,0.0,0.0,-4.1869192735001235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,-55.98988533712548
9Cr-031_29,0.46328940724702133,0.0,0.0,0.0,0.0,0.0,0.0,3.3353290356214487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,0.0
9Cr-026_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9605134697087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758780896548321,2.1070019733877294
9Cr-060_33,2.4515188893338724,0.0,0.0,0.0,0.0,0.0,0.0,6.637142723505404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226315225256725,2.930322867138085
9Cr-073_16,2.4515188893338724,0.0,0.0,0.0,0.0,0.0,0.0,6.637142723505404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9226315225256725,2.930322867138085
9Cr-032_8,0.016835545483968654,0.0,0.0,0.0,0.0,0.0,0.0,-0.4932436137695522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3463938068030892,-37.89711230153287
9Cr-026_9,0.3480746458930168,0.0,0.0,0.0,0.0,0.0,0.0,-4.1869192735001235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,-55.98988533712548
9Cr-026_17,0.46328940724702133,0.0,0.0,0.0,0.0,0.0,0.0,3.3353290356214487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,0.0
9Cr-062_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9605134697087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758780896548321,2.1070019733877294
9Cr-035_8,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,1.4073844293736715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,-37.07906630407665
9Cr-043_12,0.3480746458930168,0.0,0.0,0.0,0.0,0.0,0.0,-4.1869192735001235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,-55.98988533712548
9Cr-024_32,0.46328940724702133,0.0,0.0,0.0,0.0,0.0,0.0,3.3353290356214487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241403859019061,0.0
9Cr-030_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9605134697087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758780896548321,2.1070019733877294
9Cr-029_18,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,1.4073844293736715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,-37.07906630407665
9Cr-032_32,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,2.0879646517379205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,17.83345507705408
9Cr-069_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9605134697087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758780896548321,2.1070019733877294
9Cr-067_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9605134697087907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758780896548321,2.1070019733877294
9Cr-058_16,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,1.4073844293736715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,-37.07906630407665
9Cr-078_4,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,2.0879646517379205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,17.83345507705408
9Cr-069_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0868806723202333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.365769270464955,0.0
9Cr-066_4,-0.2981954202860567,0.0,0.0,0.0,0.0,0.0,0.0,2.0879646517379205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22109859399252438,17.83345507705408
9Cr-048_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1088841973475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.45553522061183,-33.146007316760965
9Cr-060_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.84363659444373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.45553522061183,-30.264737634389952
9Cr-034_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.436759712087071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.215224689166936,-58.05470801148044
9Cr-079_14,0.7760729967248083,0.0,0.0,0.0,0.0,0.0,0.0,0.7644676279982457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.215224689167758,-37.333537485131274
9Cr-074_17,0.7760729967251692,0.0,0.0,0.0,0.0,0.0,0.0,-2.0681759273965667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.215224689166936,-23.097300936889656
9Cr-073_7,-0.022978261896185015,0.0,0.0,0.0,0.0,0.0,0.0,13.143102082276231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.853068520526958,-24.867419038662938
9Cr-052_12,-1.312793581294028,0.0,0.0,0.0,0.0,0.0,0.0,-10.19429213225684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4070365651262025,0.0,0.0,0.0,0.0,0.0,0.0,-6.853068520526958,5.759301648637725
9Cr-073_22,-2.1797973705172042,0.0,0.0,0.0,0.0,0.0,0.0,-10.435903509623078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642184071151459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.103335676427555
9Cr-078_25,-2.179797370517024,0.0,0.0,0.0,0.0,0.0,0.0,-2.386187511448196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7543313158906609,0.0,0.0,0.0,0.0,0.0,0.0,1.8816791227128038,-25.82310381186879
9Cr-024_11,-1.9829715966419863,0.0,0.0,0.0,0.0,0.0,0.0,0.3189806408722977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.791765764846006,0.0,0.0,0.0,0.0,0.0,0.0,-0.40392494742939816,-9.905811769267757
9Cr-051_6,-1.9829715966419863,0.0,0.0,0.0,0.0,0.0,0.0,-2.5803261966563156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871302666093946,21.286603674394666
9Cr-060_11,-2.2614796775409785,0.0,0.0,0.0,0.0,0.0,0.0,-20.251489592844987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871302666093946,-48.241093123865866
9Cr-050_12,-2.7285372426672754,0.0,0.0,0.0,0.0,0.0,0.0,-24.36895255351377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6797500727356633,0.0,0.0,0.0,0.0,0.0,0.0,-1.2570024512438271,-6.525947181540262
9Cr-076_29,-1.7156399316628923,0.0,0.0,0.0,0.0,0.0,0.0,2.7678214949539752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6797500727356633,0.0,0.0,0.0,0.0,0.0,0.0,1.4728001448886798,-23.23917413498894
9Cr-079_5,-1.9829715966419863,0.0,0.0,0.0,0.0,0.0,0.0,-2.5803261966563156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.871302666093946,21.286603674394666
9Cr-079_25,-2.7285372426672754,0.0,0.0,0.0,0.0,0.0,0.0,-24.36895255351377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6797500727356633,0.0,0.0,0.0,0.0,0.0,0.0,-1.2570024512438271,-6.525947181540262
9Cr-059_33,2.139572275488023,0.0,0.0,0.0,0.0,0.0,0.0,5.298806026374228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3364798148802066,0.0,0.0,0.0,0.0,0.0,0.0,2.8656414559762102,1.9269352585775419
9Cr-054_14,0.5101818652507474,0.0,0.0,0.0,0.0,0.0,0.0,6.68523316750366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8656414559753887,0.4984449597728425
9Cr-064_2,-1.4060915247611168,0.0,0.0,0.0,0.0,0.0,0.0,3.1903295533841693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3454402897160473,-22.941604007153863
9Cr-058_29,-0.6978402951185969,0.0,0.0,0.0,0.0,0.0,0.0,-1.4798081562277359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18044856778367901,-71.7979611764942
9Cr-038_34,-2.7285372426672754,0.0,0.0,0.0,0.0,0.0,0.0,-24.36895255351377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6797500727356633,0.0,0.0,0.0,0.0,0.0,0.0,-1.2570024512438271,-6.525947181540262
9Cr-065_7,2.139572275488023,0.0,0.0,0.0,0.0,0.0,0.0,5.298806026374228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3364798148802066,0.0,0.0,0.0,0.0,0.0,0.0,2.8656414559762102,1.9269352585775419
9Cr-025_32,-1.4060915247611168,0.0,0.0,0.0,0.0,0.0,0.0,3.1903295533841693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3454402897160473,-22.941604007153863
9Cr-047_11,0.516836511748253,0.0,0.0,0.0,0.0,0.0,0.0,1.5166362565862503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3610079196960476,-34.651483302499955
9Cr-074_32,0.5101818652507474,0.0,0.0,0.0,0.0,0.0,0.0,6.68523316750366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8656414559753887,0.4984449597728425
9Cr-071_17,-1.4060915247611168,0.0,0.0,0.0,0.0,0.0,0.0,3.1903295533841693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3454402897160473,-22.941604007153863
9Cr-065_22,-0.6978402951185969,0.0,0.0,0.0,0.0,0.0,0.0,-1.4798081562277359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18044856778367901,-71.7979611764942
9Cr-058_11,-0.9351266779670191,0.0,0.0,0.0,0.0,0.0,0.0,4.09242728969511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18044856778450047,0.0
9Cr-046_12,4.579675768516671,0.0,0.0,0.0,0.0,0.0,0.0,-4.588235287696816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9773511215349746,16.478790824872906
9Cr-065_6,3.3472033869583377,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756462062627345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6415855970586042,-19.917151817673087
9Cr-043_20,2.22019127787714,0.0,0.0,0.0,0.0,0.0,0.0,-1.2756462062623235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6162812311411985,14.004117213622406
9Cr-026_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8752065842617682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.929940174638609,0.0,3.103003507797534,0.0,0.0,0.0,0.0,1.5057160891763683,-35.56963489429775
9Cr-068_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.624502122684528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9299401746383424,0.0,-1.2610112450826219,0.0,0.0,0.0,0.0,-7.662666913703438,-30.230806110298065
9Cr-038_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.624502122684528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9299401746383424,0.0,-1.2610112450826219,0.0,0.0,0.0,0.0,-7.662666913703438,-50.314119632339036
9Cr-078_12,-1.5959763097247393,0.0,0.0,0.0,0.0,0.0,0.0,-1.2999518589945136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5487875475567754,0.0,-1.2610112450826219,0.0,0.0,0.0,0.0,-4.540400744976564,-42.824210769646946
9Cr-050_5,-1.5959763097247393,0.0,0.0,0.0,0.0,0.0,0.0,-2.877417785329086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.548787547557042,0.0,-1.2610112450826219,0.0,0.0,0.0,0.0,-4.540400744976564,-25.58033364468582
9Cr-047_5,-1.2294494468370112,0.0,0.0,0.0,0.0,0.0,0.0,-4.451160976926826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9299401746383424,0.0,2.484414235923305,0.0,0.0,0.0,0.0,0.03678626385259405,21.595136868422692
9Cr-069_3,-1.2294494468371915,0.0,0.0,0.0,0.0,0.0,0.0,-6.187812398485595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.929940174638609,0.0,2.484414235923305,0.0,0.0,0.0,0.0,0.03678626385259405,-24.22926934197143
9Cr-076_6,-1.2294494468371915,0.0,0.0,0.0,0.0,0.0,0.0,-1.2878585970548124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9299401746383424,0.0,1.740176024619274,0.0,0.0,0.0,0.0,1.534703869260445,-17.067334283202115
9Cr-025_19,-1.9800180633046232,0.0,0.0,0.0,0.0,0.0,0.0,-0.4903452551393155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,2.115778194615273,0.0,0.0,0.0,0.0,4.406533428260551,-21.992701721243556
9Cr-067_4,-1.9800180633046232,0.0,0.0,0.0,0.0,0.0,0.0,-5.824408991990591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,2.0077651977702735,0.0,0.0,0.0,0.0,4.038423705731183,13.899613128634039
9Cr-072_21,-2.258111320863204,0.0,0.0,0.0,0.0,0.0,0.0,-10.589577935540136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,0.0,0.0,0.0,0.0,0.0,-0.82881731439648,-42.73098387101684
9Cr-035_38,-2.7244732279723087,0.0,0.0,0.0,0.0,0.0,0.0,-9.869352063375514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,0.8276944693821461,0.0,0.0,0.0,0.0,-0.82881731439648,13.280596823900689
9Cr-030_8,-1.9800180633046232,0.0,0.0,0.0,0.0,0.0,0.0,-5.824408991990591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,2.0077651977702735,0.0,0.0,0.0,0.0,4.038423705731183,13.899613128634039
9Cr-075_17,-2.7244732279723087,0.0,0.0,0.0,0.0,0.0,0.0,-9.869352063375514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,0.8276944693821461,0.0,0.0,0.0,0.0,-0.82881731439648,13.280596823900689
9Cr-072_5,-0.31590535644825346,0.0,0.0,0.0,0.0,0.0,0.0,-20.025036287753338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5204386741731033,0.0,0.0,0.0,0.0,3.847071223959612,-0.9492509975808988
9Cr-031_20,-1.0848343549762285,0.0,0.0,0.0,0.0,0.0,0.0,-25.679778241565373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089807372173616,0.0,0.0,0.0,0.0,3.847071223959612,-9.130505164678413
9Cr-038_48,-1.0848343549762285,0.0,0.0,0.0,0.0,0.0,0.0,-1.3384180041440694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7828376454317496,0.0,-0.21906560563565938,0.0,0.0,0.0,0.0,-1.3102723249368422,-25.421464032274848
9Cr-031_7,-2.7244732279723087,0.0,0.0,0.0,0.0,0.0,0.0,-9.869352063375514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8137242727982588,0.0,0.8276944693821461,0.0,0.0,0.0,0.0,-0.82881731439648,13.280596823900689
9Cr-071_6,-0.31590535644825346,0.0,0.0,0.0,0.0,0.0,0.0,-20.025036287753338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5204386741731033,0.0,0.0,0.0,0.0,3.847071223959612,-0.9492509975808988
9Cr-075_18,-1.0848343549762285,0.0,0.0,0.0,0.0,0.0,0.0,-1.3384180041440694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7828376454317496,0.0,-0.21906560563565938,0.0,0.0,0.0,0.0,-1.3102723249368422,-25.421464032274848
9Cr-059_14,2.051207056732175,0.0,0.0,0.0,0.0,0.0,0.0,-1.7787555088140075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21906560563565938,0.0,0.0,0.0,0.0,-2.3930766782085953,-30.227802620961103
9Cr-053_6,-1.0848343549762285,0.0,0.0,0.0,0.0,0.0,0.0,-25.679778241565373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089807372173616,0.0,0.0,0.0,0.0,3.847071223959612,-9.130505164678413
9Cr-073_15,-1.0848343549762285,0.0,0.0,0.0,0.0,0.0,0.0,-1.3384180041440694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7828376454317496,0.0,-0.21906560563565938,0.0,0.0,0.0,0.0,-1.3102723249368422,-25.421464032274848
9Cr-060_39,0.6844642435390718,0.0,0.0,0.0,0.0,0.0,0.0,-0.8032010025227289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11451090095699963,0.0,0.0,0.0,0.0,-1.5420924856047598,-65.81820089481967
9Cr-074_16,0.520285457855611,0.0,0.0,0.0,0.0,0.0,0.0,1.3483166997411633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145028691794536,0.0,0.0,0.0,0.0,-1.542092485603967,0.0
9Cr-049_19,3.6450165337492737,0.0,0.0,0.0,0.0,0.0,0.0,0.3410956144129538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089577706587176,0.0,1.1811733488995397,0.0,0.0,0.0,0.0,1.2541268198777846,18.318517277900735
9Cr-073_6,3.6829243821931565,0.0,0.0,0.0,0.0,0.0,0.0,0.2748601699721404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303223190586531,0.0,1.1811733488995397,0.0,0.0,0.0,0.0,1.2541268198777846,-20.401339939168306
9Cr-030_28,4.016851271471553,0.0,0.0,0.0,0.0,0.0,0.0,0.2748601699721404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0863165852426047,0.0,0.0,0.0,0.0,1.2541268198777846,8.594671777738883
9Cr-059_23,-0.43939552081030764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.421249354461885,0.0,0.0,0.0,0.0,-18.57437891364819,-33.55194064370737
9Cr-035_13,-0.43939552081030764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.421249354461885,0.0,0.0,0.0,0.0,-18.57437891364901,-28.66072962476133
9Cr-058_10,-0.43939552081030764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.421249354461885,0.0,0.0,0.0,0.0,-15.33555392448389,-41.775134401746534
9Cr-026_16,-0.43939552081030764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8139196409025855,0.0,0.0,0.0,0.0,-10.210541450313253,-28.736313010818563
9Cr-060_19,-0.13816518714976153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9773520061893257,0.0,0.0,0.0,0.0,0.03730050699642422,-19.24055024444201
9Cr-025_26,-0.35552061376393856,0.0,0.0,0.0,0.0,0.0,0.0,0.005813465636215754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49940045149743645,0.0,0.0,0.0,0.0,-6.849926684909582,24.543508342052004
9Cr-070_15,-0.3056611604630461,0.0,0.0,0.0,0.0,0.0,0.0,-1.183932868469226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5317055111018605,0.0,0.0,0.0,0.0,0.0,-30.014356148340028
9Cr-079_13,-0.3056611604630461,0.0,0.0,0.0,0.0,0.0,0.0,-1.183932868469226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5317055111018605,0.0,0.0,0.0,0.0,-0.6418654332564434,-27.376904772212065
9Cr-043_5,0.29496050230426474,0.0,0.0,0.0,0.0,0.0,0.0,-0.7697260324089765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0799263088844233,0.0,0.0,0.0,0.0,-0.6418654332564434,-20.180448692606674
9Cr-044_11,-0.40162804181931544,0.0,0.0,0.0,0.0,0.0,0.0,-1.9213236551456225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5126043094411294,0.0,0.0,0.0,0.0,12.445941563183293,16.064917221269692
9Cr-072_14,-0.6479370536982536,0.0,0.0,0.0,0.0,0.0,0.0,-1.6716117733162752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.079926308884746,0.0,0.0,0.0,0.0,11.621874343648669,-32.727854976370494
9Cr-024_27,-0.6479370536982536,0.0,0.0,0.0,0.0,0.0,0.0,-0.20829011367444342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8565196139920386,0.0,0.0,0.0,0.0,2.5033600845860366,13.407628280298123
9Cr-026_40,-0.7847089554728817,0.0,0.0,0.0,0.0,0.0,0.0,-0.2531396956647475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093651785563769,0.0,0.0,0.0,0.0,6.727812728517272,-45.29094915729576
9Cr-077_5,-0.40162804181931544,0.0,0.0,0.0,0.0,0.0,0.0,-1.9213236551456225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5126043094411294,0.0,0.0,0.0,0.0,12.445941563183293,16.064917221269692
9Cr-043_11,-0.6479370536982536,0.0,0.0,0.0,0.0,0.0,0.0,-0.20829011367444342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8565196139920386,0.0,0.0,0.0,0.0,2.5033600845860366,13.407628280298123
9Cr-025_5,-0.7847089554728817,0.0,0.0,0.0,0.0,0.0,0.0,1.3211161800966857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194683840416358,0.0,0.0,0.0,0.0,10.63507235850761,-1.715145400826965
9Cr-030_13,-0.021636976043439185,0.0,0.0,0.0,0.0,0.0,0.0,2.6766523398181894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4993952555284969,0.0,0.0,0.0,0.0,-2.4885653982865596,-5.187505257304903
9Cr-058_23,-0.021636976043439185,0.0,0.0,0.0,0.0,0.0,0.0,0.6278244361801932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7949641136577547,0.0,0.0,0.0,0.0,-1.3703853612255168,-41.0238454118641
