,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,Ta,V,B,N,O,S,Zr,Homo,Weighted_AN,log_CT_CS
9Cr-055_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5398110030837944
9Cr-060_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.03366666547823
9Cr-024_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,-19.573530289240985
9Cr-075_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,8.247465278208846
9Cr-055_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,-32.371482762532814
9Cr-032_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.244724843133366
9Cr-074_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.244724843133366
9Cr-058_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.38341512872288
9Cr-058_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,-19.573530289240985
9Cr-043_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.30815736628817
9Cr-030_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.32337149869406
9Cr-043_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.035813655639085
9Cr-046_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.03366666547823
9Cr-065_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,-25.25812939066011
9Cr-027_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.321998900995899
9Cr-076_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0412489636303421
9Cr-055_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5246205237262
9Cr-074_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.063283109445493
9Cr-028_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552489374849396
9Cr-060_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08642389842974
9Cr-075_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.48129917295481
9Cr-067_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0410949872793482
9Cr-060_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.632960492608976
9Cr-061_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.613255794553144
9Cr-071_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.613255794553144
9Cr-043_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.089661768393473,0.0,0.0,0.0,0.0,0.0,-19.573530289240985
9Cr-059_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.08966176839263,0.0,0.0,0.0,0.0,0.0,-5.864648680477701
9Cr-082_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0412489636303421
9Cr-059_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04102820329392639
9Cr-026_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552489374849396
9Cr-049_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.142115830147176
9Cr-029_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.5338208029322
9Cr-044_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.122640150808962
9Cr-076_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.122640150808962
9Cr-032_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04102820329392639
9Cr-048_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552489374849396
9Cr-062_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.5338208029322
9Cr-079_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.045498440822621
9Cr-060_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.150200263101933
9Cr-049_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552489374849396
9Cr-037_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.565833841967972
9Cr-037_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.23169773829294
9Cr-068_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.5338208029322
9Cr-055_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.136420731683206
9Cr-038_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.136420731683206
9Cr-054_11,0.0,0.0,0.0,-5.046098934452661,0.0,3.320148941867057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.84090043949232
9Cr-050_16,0.0,0.0,0.0,-5.046098934453004,0.0,3.320148941867057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.34925103661788
9Cr-055_7,0.0,0.0,0.0,-5.993405381499192,0.0,-1.5423688511718074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.042834964726616
9Cr-051_24,0.0,0.0,0.0,-5.993405381499535,0.0,-4.862517793038864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.49449230369864
9Cr-053_23,0.0,0.0,0.0,-4.83061042257168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.982827722629136
9Cr-025_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8242026791942374,0.0,0.0,0.0,0.0,0.0,0.0,-12.22364649911736
9Cr-030_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8242026791942374,0.0,0.0,0.0,0.0,0.0,0.0,-39.04188552364667
9Cr-062_7,0.0,0.0,-0.3450895630088333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042639056752665,0.0,0.0,0.0,0.0,0.0,0.0,14.96111883822064
9Cr-038_30,0.0,0.0,-0.3450895630088333,0.0,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7222184527494988,0.0,0.0,0.0,0.0,0.0,0.0,-13.723603344484093
9Cr-052_9,0.0,0.0,-0.3450895630088333,3.9924190569123015,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726691010116229,0.0,0.0,0.0,0.0,0.0,0.0,-54.81131170593151
9Cr-026_6,0.0,0.0,-0.3450895630088333,3.9924190569126443,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726691010116229,0.0,0.0,0.0,0.0,0.0,0.6390937140797781,-2.4223922578426573
9Cr-055_16,0.0,0.0,-0.3450895630088333,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4781666332787211,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-12.607474725880863
9Cr-046_16,0.0,0.0,-0.3450895630088333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.042639056752665,0.0,0.0,0.0,0.0,0.0,0.0,14.96111883822064
9Cr-047_15,0.0,0.0,-0.3450895630088333,3.9924190569123015,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726691010116229,0.0,0.0,0.0,0.0,0.0,0.0,-54.81131170593151
9Cr-079_45,0.0,0.0,-0.3450895630088333,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4781666332787211,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-12.607474725880863
9Cr-027_22,0.0,0.0,0.0,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9026871583886452,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-24.796156799152676
9Cr-048_3,0.0,0.0,0.0,-2.9269006713621746,0.0,-0.45581143665247376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8701183055104935,0.0,0.0,0.0,0.0,0.0,0.13724739443313252,0.0
9Cr-033_26,0.0,0.0,-0.3450895630088333,0.0,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7222184527494988,0.0,0.0,0.0,0.0,0.0,0.0,-13.723603344484093
9Cr-036_13,0.0,0.0,-0.3450895630088333,3.9924190569126443,0.0,1.1833905325480025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726691010116229,0.0,0.0,0.0,0.0,0.0,0.6390937140797781,-2.4223922578426573
9Cr-070_9,0.0,0.0,-0.3450895630088333,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4781666332787211,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-12.607474725880863
9Cr-038_52,0.0,0.0,0.0,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9026871583886452,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-24.796156799152676
9Cr-052_16,0.0,0.0,0.0,2.1564535429108576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3817700465314418,0.0,0.0,0.0,0.0,0.0,0.13724739443294606,-86.6912348982941
9Cr-076_2,0.0,0.0,0.0,-2.9269006713621746,0.0,-0.45581143665247376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8701183055104935,0.0,0.0,0.0,0.0,0.0,0.13724739443313252,0.0
9Cr-031_17,0.0,0.0,-0.2913569354478218,-1.71671571630128,0.0,-0.96442705338278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9515473559146175
9Cr-066_23,0.0,0.0,0.6634018707268414,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874272292607174
9Cr-045_2,0.0,0.0,0.0,3.107807458670453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9026871583886452,0.0,0.0,0.0,0.0,0.0,0.6390937140799646,-24.796156799152676
9Cr-067_8,0.0,0.0,0.0,-2.9269006713621746,0.0,-0.45581143665247376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8701183055104935,0.0,0.0,0.0,0.0,0.0,0.13724739443313252,0.0
9Cr-077_9,0.0,0.0,-0.2913569354478218,-1.71671571630128,0.0,-0.96442705338278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9515473559146175
9Cr-025_8,0.0,0.0,0.6634018707268414,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874272292607174
9Cr-066_10,0.0,0.0,-1.0654550618991534,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8513236890746474
9Cr-058_6,0.0,0.0,0.0,-2.9269006713621746,0.0,-0.45581143665247376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8701183055104935,0.0,0.0,0.0,0.0,0.0,0.13724739443313252,0.0
9Cr-001_4,0.0,0.0,-0.2913569354478218,-1.71671571630128,0.0,-0.96442705338278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.9515473559146175
9Cr-082_39,0.0,0.0,0.6634018707268414,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874272292607174
9Cr-031_10,0.0,0.0,-1.0654550618991534,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8513236890746474
9Cr-037_21,0.0,0.0,-1.0654550618991534,0.5330127377291077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-037_6,0.0,0.0,0.9547588061743147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-033_24,0.0,0.0,0.6634018707268414,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.874272292607174
9Cr-026_20,0.0,0.0,-1.0654550618991534,0.5330127377287648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8513236890746474
9Cr-027_30,0.0,0.0,0.9547588061743147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-074_2,0.0,0.0,0.9547588061746631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-082_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.423650376999154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.123998364025661
9Cr-024_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.423650376998115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.23468891019881
9Cr-049_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.423650376999154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.020117297407882
9Cr-034_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.060778941967037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.53640547008565
9Cr-026_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.060778941965998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.086837317505015
9Cr-043_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01029895996146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.56758741501573
9Cr-075_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.021282982513872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.26820909494936
9Cr-035_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.610044964486308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3557054353108596
9Cr-063_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.610044964485269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.66791177665421
9Cr-032_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.16316019851324298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8946921272856807
9Cr-064_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.16316019851324298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.126080840465463
9Cr-061_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.3297407034367067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.6036789914878
9Cr-078_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804440995179903,0.0,-0.3297407034367067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.91942363293268
9Cr-072_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804440995179903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9131573222482685
9Cr-049_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4167527837904708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4431633443657623
9Cr-076_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.16316019851324298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8946921272856807
9Cr-082_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.3297407034367067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.6036789914878
9Cr-025_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804440995179903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9131573222482685
9Cr-036_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4167527837904708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4431633443657623
9Cr-082_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.569503797445516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.733525828897939
9Cr-082_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.569503797445516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.733525828897939
9Cr-082_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8962298933242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.20144384331536
9Cr-082_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2063401553636948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.14595331254472
9Cr-030_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2063401553636948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-044_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.16316019851324298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.126080840465463
9Cr-035_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4570967094900957,0.0,-0.3297407034367067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.6036789914878
9Cr-044_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5804440995179903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9131573222482685
9Cr-055_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4167527837904708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4431633443657623
9Cr-026_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8962298933242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.20144384331536
9Cr-058_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2063401553636948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.14595331254472
9Cr-045_15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2063401553636948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-078_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2063401553636948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9Cr-029_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1993553175546932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.521442014423002
9Cr-033_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1993553175546932,0.0,-0.17882466223919788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.643546615592236
