,ID,CT_CS,CT_Temp,CT_RT,log_CT_CS,LMP,LMP_Model,LMP_Model_2,Prediction,C,diff
83,9Cr-024,80.0,650.0,4472.3,4.382026634673881,23.75897370351128,24.038010953749318,21.71367776283135,2911.34373844833,28.575897216796875,1560.9562615516702
84,9Cr-024,70.0,650.0,12280.7,4.248495242049359,24.22563446848738,24.69459292308497,22.370259732167,5968.850595593963,28.575897216796875,6311.849404406038
85,9Cr-024,60.0,650.0,23321.1,4.0943445622221,24.764354785529626,25.111457166874107,22.78712397595614,13672.067276809476,28.575897216796875,9649.032723190523
86,9Cr-024,50.0,650.0,59498.1,3.912023005428146,25.401525682146755,25.720237968780957,23.395904777862988,36438.20399154565,28.575897216796875,23059.89600845435
87,9Cr-024,40.0,650.0,67319.9,3.6888794541139363,26.181359834319373,25.800520446777604,23.476187255859635,120948.23376638658,28.575897216796875,-53628.33376638658
88,9Cr-024,60.0,700.0,430.6,4.0943445622221,24.764354785529626,24.248753761209,21.745625709451186,899.4221277429549,28.575897216796875,-468.8221277429549
89,9Cr-024,50.0,700.0,1299.0,3.912023005428146,25.401525682146755,25.021673063427233,22.51854501166942,2235.0002409188824,28.575897216796875,-936.0002409188824
90,9Cr-024,40.0,700.0,3354.4,3.6888794541139363,26.181359834319373,25.6857477888574,23.18261973709959,6809.3054461739675,28.575897216796875,-3454.9054461739674
91,9Cr-024,30.0,700.0,9668.5,3.4011973816621555,27.186740916337715,26.426767972001272,23.923639920243456,28632.682589609,28.575897216796875,-18964.182589609
92,9Cr-025,360.0,500.0,239.2,5.886104031450156,18.502577475123694,17.033808397268707,15.238650011038239,4513.545103848595,28.590316772460938,-4274.3451038485955
93,9Cr-025,340.0,500.0,938.5,5.8289456176102075,18.702332668289202,17.717299814243752,15.922141428013282,6730.122093259076,28.590316772460938,-5791.622093259076
94,9Cr-025,320.0,500.0,2334.1,5.768320995793772,18.9142014418951,18.172849214645538,16.37769082841507,10281.34237108701,28.590316772460938,-7947.24237108701
95,9Cr-025,300.0,500.0,6165.8,5.703782474656201,19.139748371740826,18.65854497222098,16.86338658599051,16142.001955383825,28.590316772460938,-9976.201955383825
96,9Cr-025,290.0,500.0,10507.5,5.66988092298052,19.258226309609235,18.925080669670105,17.129922283439637,20458.134281445466,28.590316772460938,-9950.634281445466
97,9Cr-025,270.0,500.0,40858.8,5.598421958998375,19.50795855714204,19.60409713591283,17.808938749682362,33711.703530531035,28.590316772460938,7147.096469468968
98,9Cr-025,260.0,550.0,202.0,5.560681631015528,19.639852114011077,18.64422145842418,16.669547233570665,1234.6036334997605,28.590316772460938,-1032.6036334997605
99,9Cr-025,240.0,550.0,796.8,5.480638923341991,19.91958252391344,19.39900626330223,17.424332038448714,2053.0997397738092,28.590316772460938,-1256.2997397738093
100,9Cr-025,220.0,550.0,3487.6,5.393627546352362,20.223666791661486,20.211007229608033,18.236333004754517,3568.8064284543507,28.590316772460938,-81.20642845435077
101,9Cr-025,200.0,550.0,13640.8,5.298317366548036,20.556753420530573,20.961125544240684,18.986451319387168,6539.385877993423,28.590316772460938,7101.414122006577
102,9Cr-025,180.0,550.0,40142.3,5.19295685089021,20.924963605931787,21.5547764809419,19.580102256088384,12772.779730463246,28.590316772460938,27369.520269536755
103,9Cr-025,170.0,550.0,68755.1,5.135798437050262,21.124718799097295,21.850742631881133,19.876068407027617,18366.118536161863,28.590316772460938,50388.98146383814
104,9Cr-025,160.0,550.0,108407.8,5.075173815233827,21.33658757270319,22.10118465146872,20.126510426615205,26996.940244098583,28.590316772460938,81410.85975590142
105,9Cr-025,160.0,575.0,12491.5,5.075173815233827,21.33658757270319,21.86329426705672,19.79886212289168,4997.994693309699,28.590316772460938,7493.505306690301
106,9Cr-025,150.0,575.0,21804.2,5.0106352940962555,21.562134502548915,22.183600431358354,20.119168287193315,7398.611154829553,28.590316772460938,14405.588845170449
107,9Cr-025,160.0,600.0,779.1,5.075173815233827,21.33658757270319,21.14907370787865,18.994883644402087,1064.9280480850778,28.590316772460938,-285.82804808507774
108,9Cr-025,140.0,600.0,3773.9,4.941642422609304,21.803248337679292,22.095708600571832,19.94151853709527,2317.9314649502276,28.590316772460938,1455.9685350497725
109,9Cr-025,120.0,600.0,16442.7,4.787491742782046,22.341968654721533,22.978772196697737,20.824582133221174,5689.044871164951,28.590316772460938,10753.65512883505
110,9Cr-025,110.0,600.0,26545.2,4.700480365792417,22.64605292246958,23.26615259509555,21.11196253161899,9443.715426185856,28.590316772460938,17101.484573814145
111,9Cr-025,100.0,600.0,46910.5,4.605170185988092,22.979139551338662,23.60778814946088,21.453598085984318,16452.770252737777,28.590316772460938,30457.729747262223
112,9Cr-025,80.0,600.0,81882.1,4.382026634673881,23.75897370351128,23.942011475517596,21.787821412041033,60353.41028568559,28.590316772460938,21528.689714314416
113,9Cr-025,140.0,625.0,314.1,4.941642422609304,21.803248337679292,21.46251761187846,19.218569629090375,541.7911352357007,28.590316772460938,-227.6911352357007
114,9Cr-025,120.0,625.0,1657.6,4.787491742782046,22.341968654721533,22.502151765328815,20.25820378254073,1282.8418292937154,28.590316772460938,374.75817070628455
115,9Cr-025,100.0,625.0,6909.5,4.605170185988092,22.979139551338662,23.394355829815296,21.15040784702721,3555.697443667582,28.590316772460938,3353.802556332418
116,9Cr-025,90.0,625.0,14590.4,4.499809670330265,23.34734973673988,23.86152239352521,21.617574410737124,6408.89921810507,28.590316772460938,8181.50078189493
117,9Cr-025,80.0,625.0,26501.5,4.382026634673881,23.75897370351128,24.234545866629315,21.99059788384123,12382.520910280025,28.590316772460938,14118.979089719975
118,9Cr-025,70.0,625.0,41856.2,4.248495242049359,24.22563446848738,24.520194990971156,22.27624700818307,26126.316415792513,28.590316772460938,15729.883584207484
119,9Cr-025,110.0,650.0,325.7,4.700480365792417,22.64605292246958,22.34459076508303,20.010884862983424,517.8909229980851,28.590316772460938,-192.1909229980851
120,9Cr-025,100.0,650.0,831.1,4.605170185988092,22.979139551338662,22.953493483062946,20.61978758096334,864.5469514837415,28.590316772460938,-33.446951483741486
121,9Cr-025,80.0,650.0,6053.2,4.382026634673881,23.75897370351128,24.244128421027977,21.910422518928367,2869.6646743163947,28.590316772460938,3183.535325683605
122,9Cr-025,70.0,650.0,13031.9,4.248495242049359,24.22563446848738,24.742556962041167,22.408851059941558,5883.399982709519,28.590316772460938,7148.500017290481
123,9Cr-025,60.0,650.0,27727.9,4.0943445622221,24.764354785529626,25.233332265665577,22.899626363565968,13476.33670699707,28.590316772460938,14251.563293002931
124,9Cr-025,50.0,650.0,50756.4,3.912023005428146,25.401525682146755,25.62632135036244,23.29261544826283,35916.551319290054,28.590316772460938,14839.848680709947
125,9Cr-025,40.0,650.0,67429.0,3.6888794541139363,26.181359834319373,25.81094570852546,23.47723980642585,119216.72775243846,28.590316772460938,-51787.727752438455
126,9Cr-025,35.0,650.0,76251.4,3.5553480614894135,26.648020599295478,25.890870087821558,23.55716418572195,244418.69472588383,28.590316772460938,-168167.29472588384
127,9Cr-025,60.0,700.0,413.0,4.0943445622221,24.764354785529626,24.22963505579538,21.716413315072725,886.5459180227451,28.590316772460938,-473.5459180227451
128,9Cr-025,50.0,700.0,1255.0,3.912023005428146,25.401525682146755,25.00764533681878,22.494423596096123,2203.0037723652254,28.590316772460938,-948.0037723652254
129,9Cr-025,40.0,700.0,3129.9,3.6888794541139363,26.181359834319373,25.64735117462208,23.134129433899425,6711.822804520571,28.590316772460938,-3581.9228045205705
130,9Cr-025,30.0,700.0,7681.4,3.4011973816621555,27.186740916337715,26.275811711559356,23.7625899708367,28222.774478051655,28.590316772460938,-20541.374478051657
131,9Cr-026,340.0,500.0,600.3,5.8289456176102075,18.702332668289202,17.51203111034374,15.698714765128898,6490.096289278563,28.626632690429688,-5889.796289278563
132,9Cr-026,320.0,500.0,1295.9,5.768320995793772,18.9142014418951,17.89679670193553,16.083480356720685,9914.664406791113,28.626632690429688,-8618.764406791113
133,9Cr-026,300.0,500.0,4864.1,5.703782474656201,19.139748371740826,18.55813483653744,16.744818491322597,15566.307050669284,28.626632690429688,-10702.207050669283
134,9Cr-026,290.0,500.0,10830.7,5.66988092298052,19.258226309609235,18.958386331804174,17.14506998658933,19728.507082889348,28.626632690429688,-8897.807082889347
135,9Cr-026,270.0,500.0,62475.0,5.598421958998375,19.50795855714204,19.834577223066418,18.021260877851574,32509.395662807045,28.626632690429688,29965.604337192955
136,9Cr-026,240.0,550.0,667.3,5.480638923341991,19.91958252391344,19.321429825686586,17.32678184595026,1979.877157945022,28.626632690429688,-1312.577157945022
137,9Cr-026,220.0,550.0,3724.3,5.393627546352362,20.223666791661486,20.267096786266652,18.272448806530324,3441.5270685303217,28.626632690429688,282.7729314696785
138,9Cr-026,200.0,550.0,14530.0,5.298317366548036,20.556753420530573,21.01583189584671,19.02118391611038,6306.162567754173,28.626632690429688,8223.837432245826
139,9Cr-026,180.0,550.0,40320.2,5.19295685089021,20.924963605931787,21.577182304414052,19.582534324677724,12317.24613368925,28.626632690429688,28002.953866310745
140,9Cr-026,170.0,550.0,61209.2,5.135798437050262,21.124718799097295,21.806777010936255,19.812129031199927,17711.101835638838,28.626632690429688,43498.09816436116
141,9Cr-026,160.0,550.0,81031.1,5.075173815233827,21.33658757270319,21.961071550556255,19.966423570819927,26034.11041763912,28.626632690429688,54996.98958236088
142,9Cr-026,200.0,575.0,1072.0,5.298317366548036,20.556753420530573,20.472250568434752,18.386936771437682,1241.7076192357863,28.626632690429688,-169.7076192357863
143,9Cr-026,180.0,575.0,3323.8,5.19295685089021,20.924963605931787,21.122910588770793,19.037596791773723,2355.7357154298697,28.626632690429688,968.0642845701304
144,9Cr-026,160.0,575.0,12565.4,5.075173815233827,21.33658757270319,21.88756761025785,19.80225381326078,4819.744183448433,28.626632690429688,7745.655816551566
145,9Cr-026,150.0,575.0,18439.8,5.0106352940962555,21.562134502548915,22.10811712135932,20.02280332436225,7134.744085827066,28.626632690429688,11305.055914172934
146,9Cr-026,140.0,575.0,27705.6,4.941642422609304,21.803248337679292,22.342212953736443,20.256899156739372,10851.515978744028,28.626632690429688,16854.08402125597
147,9Cr-026,130.0,575.0,42021.1,4.867534450455582,22.06223824481917,22.581721909435498,20.496408112438427,17025.666874520914,28.626632690429688,24995.433125479085
148,9Cr-026,120.0,575.0,60817.5,4.787491742782046,22.341968654721533,22.794302688901993,20.708988891904923,27693.8312814913,28.626632690429688,33123.6687185087
149,9Cr-026,200.0,600.0,40.4,5.298317366548036,20.556753420530573,19.395277485238072,17.21929787098026,279.95335792512,28.626632690429688,-239.55335792511997
150,9Cr-026,160.0,600.0,971.2,5.075173815233827,21.33658757270319,21.303099066440954,19.12711945218314,1026.9480222577545,28.626632690429688,-55.74802225775443
151,9Cr-026,140.0,600.0,3414.7,4.941642422609304,21.803248337679292,22.057486566507084,19.88150695224927,2235.2638170625814,28.626632690429688,1179.4361829374184
152,9Cr-026,120.0,600.0,12858.6,4.787491742782046,22.341968654721533,22.85304049055902,20.67706087630121,5486.148467480047,28.626632690429688,7372.451532519954
153,9Cr-026,110.0,600.0,21206.3,4.700480365792417,22.64605292246958,23.153211766052948,20.977232151795135,9106.910928983076,28.626632690429688,12099.389071016923
154,9Cr-026,100.0,600.0,34141.0,4.605170185988092,22.979139551338662,23.438932186501926,21.262952572244114,15865.991981422985,28.626632690429688,18275.008018577013
155,9Cr-026,80.0,600.0,69207.4,4.382026634673881,23.75897370351128,23.862897457640607,21.686917843382794,58200.94178272974,28.626632690429688,11006.458217270258
156,9Cr-026,70.0,600.0,80736.8,4.248495242049359,24.22563446848738,23.95534947039604,21.779369856138228,126680.66588208401,28.626632690429688,-45943.86588208401
157,9Cr-026,70.0,600.0,87364.7,4.248495242049359,24.22563446848738,24.002687568196517,21.826707953938705,126680.66588208401,28.626632690429688,-39315.96588208401
158,9Cr-026,140.0,625.0,263.3,4.941642422609304,21.803248337679292,21.37495422308247,19.108308791563914,522.4684764454959,28.626632690429688,-259.16847644549586
159,9Cr-026,120.0,625.0,1040.8,4.787491742782046,22.341968654721533,22.23398601101749,19.967340579498934,1237.0900379904838,28.626632690429688,-196.29003799048382
160,9Cr-026,100.0,625.0,6090.5,4.605170185988092,22.979139551338662,23.338198843481063,21.07155341196251,3428.885607893815,28.626632690429688,2661.614392106185
161,9Cr-026,90.0,625.0,13923.2,4.499809670330265,23.34734973673988,23.85496530184753,21.588319870328974,6180.329637027704,28.626632690429688,7742.870362972297
162,9Cr-026,80.0,625.0,24077.5,4.382026634673881,23.75897370351128,24.19729110241544,21.930645670896887,11940.905662352743,28.626632690429688,12136.594337647257
163,9Cr-026,70.0,625.0,31703.7,4.248495242049359,24.22563446848738,24.369263351704248,22.102617920185693,25194.53687065901,28.626632690429688,6509.163129340992
164,9Cr-026,60.0,625.0,49086.3,4.0943445622221,24.764354785529626,24.642479964296907,22.375834532778352,59655.102613119794,28.626632690429688,-10568.802613119791
165,9Cr-026,110.0,650.0,237.6,4.700480365792417,22.64605292246958,22.16319383064682,19.805882581867518,499.42065107072557,28.626632690429688,-261.8206510707256
166,9Cr-026,110.0,650.0,248.5,4.700480365792417,22.64605292246958,22.19234909837814,19.835037849598844,499.42065107072557,28.626632690429688,-250.92065107072557
167,9Cr-026,100.0,650.0,727.8,4.605170185988092,22.979139551338662,22.890828334145038,20.533517085365737,833.7133983574715,28.626632690429688,-105.91339835747158
168,9Cr-026,80.0,650.0,5409.5,4.382026634673881,23.75897370351128,24.194654013762257,21.83734276498296,2767.3197894743844,28.626632690429688,2642.1802105256156
169,9Cr-026,70.0,650.0,13008.5,4.248495242049359,24.22563446848738,24.76499412358591,22.407682874806614,5673.572019498683,28.626632690429688,7334.927980501317
170,9Cr-026,60.0,650.0,24807.4,4.0943445622221,24.764354785529626,25.184594477361124,22.827283228581827,12995.711168858774,28.626632690429688,11811.688831141228
171,9Cr-026,50.0,650.0,41425.2,3.912023005428146,25.401525682146755,25.517880284464887,23.16056903568559,34635.60886577131,28.626632690429688,6789.591134228685
172,9Cr-026,80.0,675.0,419.4,4.382026634673881,23.75897370351128,23.39918402100582,20.95120695496578,714.688562105507,28.626632690429688,-295.288562105507
173,9Cr-026,70.0,675.0,1251.9,4.248495242049359,24.22563446848738,24.137358997519332,21.689381931479293,1426.8095571509018,28.626632690429688,-174.90955715090172
174,9Cr-026,60.0,675.0,3045.2,4.0943445622221,24.764354785529626,24.737369321156677,22.28939225511664,3169.4087179571306,28.626632690429688,-124.20871795713083
175,9Cr-026,50.0,675.0,10081.8,3.912023005428146,25.401525682146755,25.54545585659061,23.09747879055057,8145.795707713231,28.626632690429688,1936.0042922867678
176,9Cr-026,40.0,675.0,32018.6,3.6888794541139363,26.181359834319373,26.325475843512063,23.877498777472024,25862.958858193775,28.626632690429688,6155.6411418062235
177,9Cr-026,60.0,700.0,447.5,4.0943445622221,24.764354785529626,24.31121645970122,21.77257357640044,854.9277848313448,28.626632690429688,-407.42778483134475
178,9Cr-026,60.0,700.0,364.6,4.0943445622221,24.764354785529626,24.16780348687198,21.629160603571197,854.9277848313448,28.626632690429688,-490.32778483134473
179,9Cr-026,50.0,700.0,1338.3,3.912023005428146,25.401525682146755,25.078051684862412,22.53940880156163,2124.434952319049,28.626632690429688,-786.134952319049
180,9Cr-026,40.0,700.0,4065.3,3.6888794541139363,26.181359834319373,25.85581285729853,23.31716997399775,6472.449633795572,28.626632690429688,-2407.1496337955714
181,9Cr-026,30.0,700.0,14106.5,3.4011973816621555,27.186740916337715,26.726716557435413,24.188073674134632,27216.2260022907,28.626632690429688,-13109.7260022907
182,9Cr-026,40.0,725.0,728.5,3.6888794541139363,26.181359834319373,25.532774729147086,22.903466028585562,1782.171370117029,28.626632690429688,-1053.671370117029
183,9Cr-027,360.0,500.0,127.7,5.886104031450156,18.502577475123694,16.926985741382527,14.924841881519246,2983.5442860860276,29.004287719726562,-2855.8442860860278
184,9Cr-027,340.0,500.0,335.9,5.8289456176102075,18.702332668289202,17.410550608172404,15.408406748309122,4448.746352148564,29.004287719726562,-4112.846352148565
185,9Cr-027,320.0,500.0,1125.1,5.768320995793772,18.9142014418951,18.014957459651793,16.01281359978851,6796.174532164328,29.004287719726562,-5671.074532164328
186,9Cr-027,300.0,500.0,4275.4,5.703782474656201,19.139748371740826,18.682460331985872,16.68031647212259,10670.188641498156,29.004287719726562,-6394.788641498157
187,9Cr-027,290.0,500.0,8528.4,5.66988092298052,19.258226309609235,19.027722384673705,17.025578524810424,13523.239102527596,29.004287719726562,-4994.839102527596
188,9Cr-027,270.0,500.0,36376.8,5.598421958998375,19.50795855714204,19.75298710375606,17.750843243892778,22284.115507559567,29.004287719726562,14092.684492440436
189,9Cr-027,240.0,550.0,553.3,5.480638923341991,19.91958252391344,19.426103438296845,17.223745192447236,1357.1403090984456,29.004287719726562,-803.8403090984457
190,9Cr-027,220.0,550.0,2328.6,5.393627546352362,20.223666791661486,20.216520625031215,18.014162379181606,2359.052980036252,29.004287719726562,-30.45298003625203
191,9Cr-027,200.0,550.0,14063.2,5.298317366548036,20.556753420530573,21.205582450366737,19.003224204517128,4322.665869487544,29.004287719726562,9740.534130512457
192,9Cr-027,180.0,550.0,33713.2,5.19295685089021,20.924963605931787,21.686462847923842,19.484104602074233,8443.06484270316,29.004287719726562,25270.135157296838
193,9Cr-027,160.0,575.0,9466.9,5.075173815233827,21.33658757270319,21.94191058910501,19.639445150262237,3303.7752290095755,29.004287719726562,6163.124770990424
194,9Cr-027,150.0,575.0,13946.8,5.0106352940962555,21.562134502548915,22.16469352673908,19.862228087896305,4890.631095531094,29.004287719726562,9056.168904468905
195,9Cr-027,140.0,575.0,22600.6,4.941642422609304,21.803248337679292,22.442261185651585,20.13979574680881,7438.355299207073,29.004287719726562,15162.244700792926
196,9Cr-027,130.0,575.0,33418.4,4.867534450455582,22.06223824481917,22.66716104599359,20.364695607150818,11670.531533722611,29.004287719726562,21747.86846627739
197,9Cr-027,160.0,600.0,480.0,5.075173815233827,21.33658757270319,21.1068442941771,18.70427166234116,703.9389038668971,29.004287719726562,-223.93890386689714
198,9Cr-027,140.0,600.0,2608.8,4.941642422609304,21.803248337679292,22.122560006521002,19.719987374685065,1532.19941723734,29.004287719726562,1076.6005827626602
199,9Cr-027,120.0,600.0,7993.0,4.787491742782046,22.341968654721533,22.794365494411547,20.39179286257561,3760.5733249853392,29.004287719726562,4232.426675014661
200,9Cr-027,110.0,600.0,13918.4,4.700480365792417,22.64605292246958,23.1271528226879,20.724580190851963,6242.486238853464,29.004287719726562,7675.913761146536
201,9Cr-027,100.0,600.0,25556.2,4.605170185988092,22.979139551338662,23.491753768421415,21.089181136585477,10875.612749717764,29.004287719726562,14680.587250282237
202,9Cr-027,80.0,600.0,69601.4,4.382026634673881,23.75897370351128,24.092896608473577,21.69032397663764,39894.82064777062,29.004287719726562,29706.579352229375
203,9Cr-027,140.0,625.0,144.5,4.941642422609304,21.803248337679292,21.235979517049408,18.733299692220303,358.1348604240647,29.004287719726562,-213.6348604240647
204,9Cr-027,120.0,625.0,619.9,4.787491742782046,22.341968654721533,22.14615368402152,19.643473859192422,847.9843053917559,29.004287719726562,-228.08430539175595
205,9Cr-027,100.0,625.0,3665.1,4.605170185988092,22.979139551338662,23.25681163675293,20.754131811923827,2350.3876768749733,29.004287719726562,1314.7123231250266
206,9Cr-027,90.0,625.0,7667.7,4.499809670330265,23.34734973673988,23.718162312185047,21.215482487355946,4236.411557286612,29.004287719726562,3431.2884427133877
207,9Cr-027,110.0,650.0,195.8,4.700480365792417,22.64605292246958,22.282897942384935,19.68011092456267,342.3363384159476,29.004287719726562,-146.53633841594757
208,9Cr-027,100.0,650.0,391.7,4.605170185988092,22.979139551338662,22.733609574258928,20.130822556436662,571.4829602462606,29.004287719726562,-179.78296024626064
209,9Cr-027,80.0,650.0,2175.2,4.382026634673881,23.75897370351128,23.847956348479137,21.24516933065687,1896.9061890484215,29.004287719726562,278.2938109515783
210,9Cr-027,70.0,650.0,5058.5,4.248495242049359,24.22563446848738,24.39652344699213,21.793736429169865,3889.045971027132,29.004287719726562,1169.454028972868
211,9Cr-027,60.0,700.0,336.0,4.0943445622221,24.764354785529626,24.37497921578284,21.571977811974246,586.0247205271708,29.004287719726562,-250.02472052717076
212,9Cr-027,50.0,700.0,918.6,3.912023005428146,25.401525682146755,25.078996944132783,22.27599554032419,1456.2298960215978,29.004287719726562,-537.6298960215978
213,9Cr-027,40.0,700.0,3399.3,3.6888794541139363,26.181359834319373,25.99492876874684,23.191927364938245,4436.65015346238,29.004287719726562,-1037.3501534623801
214,9Cr-028,360.0,500.0,187.2,5.886104031450156,18.502577475123694,17.075546179482682,15.116088782021746,3249.447157031776,28.918914794921875,-3062.247157031776
215,9Cr-028,340.0,500.0,785.3,5.8289456176102075,18.702332668289202,17.792490302651352,15.833032905190414,4845.232649557464,28.918914794921875,-4059.932649557464
216,9Cr-028,320.0,500.0,2010.0,5.768320995793772,18.9142014418951,18.262402397987497,16.30294500052656,7401.87102809989,28.918914794921875,-5391.87102809989
217,9Cr-028,300.0,500.0,7762.6,5.703782474656201,19.139748371740826,18.93799370176415,16.978536304303212,11621.149485799586,28.918914794921875,-3858.5494857995855
218,9Cr-028,290.0,500.0,15581.1,5.66988092298052,19.258226309609235,19.286364357595964,17.326906960135027,14728.472796767524,28.918914794921875,852.627203232476
219,9Cr-028,240.0,550.0,674.8,5.480638923341991,19.91958252391344,19.488332130076532,17.332928992869498,1478.092931168917,28.918914794921875,-803.292931168917
220,9Cr-028,220.0,550.0,2840.8,5.393627546352362,20.223666791661486,20.278915677102916,18.123512539895884,2569.2992173822577,28.918914794921875,271.5007826177425
221,9Cr-028,200.0,550.0,10359.9,5.298317366548036,20.556753420530573,20.99053696199851,18.83513382479148,4707.9154768744,28.918914794921875,5651.9845231255995
