ID,Fe,C,Cr,Mn,Si,Ni,Co,Mo,W,Nb,Al,P,Cu,Ti,V,B,N,S,Homo,Normal,Temper1,AGS No.,CT_Temp,CT_CS,CT_RT,CT_EL,CT_RA,CT_MCR,CT_0.5% CS,CT_1.0% CS,CT_2.0% CS,CT_5.0% CS,CT_TTC
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,700,140,15,25,23,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,700,80,468.5,29,26,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,700,60,2496.8,32,26,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,700,40,67643.7,55,23,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,800,60,69.7,34,29,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,800,40,606.9,51,28,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,800,30,17083.4,58,22,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,900,40,37.8,44,34,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,900,30,139.1,57,35,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,900,20,2391.7,52,22,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,900,14,16081.9,43,12,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,1000,20,65,57,46,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,1000,14,718.8,100,35,,,,,,
AUS_015,7.49,0.049,15.37,0.49,0.33,75.5229,0.031,0.001,,0.002,0.16,0.002,0.004,0.26,,0.0001,0.28,0.008,0,1120,,3.1,1000,10,28904.4,109,12,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,700,200,537.1,86,78,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,700,180,1540.6,80,84,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,700,160,4578.5,64,83,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,700,140,17980.6,61,72,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,800,120,263.6,93,86,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,800,100,1217.8,70,78,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,800,90,2857.7,62,75,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,800,80,5640.9,66,72,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,800,60,26092.7,54,58,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,900,60,169.6,74,65,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,900,50,520.4,65,57,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,900,40,1944.6,38,41,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,900,30,6090.2,31,31,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,900,20,22543,23,12,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,1000,25,322.6,31,30,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,1000,20,665,25,21,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,1000,15,1420.8,20,13,,,,,,
AUS_016,18.4,0.08,21.2,0.4,0.33,48.318,1.1,8.9,0.8,,0.4,0.01,,0.013,,0.004,0.0352,0.01,0,1150,,3.7,1000,10,5570.6,67,24,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,700,200,308.8,108,88,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,700,180,742.6,116,90,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,700,160,2337.8,83,89,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,700,140,9401.6,64,89,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,800,120,112,110,95,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,800,100,416.2,91,91,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,800,90,773.6,103,93,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,800,80,2051,95,90,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,800,60,13544.4,64,89,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,900,60,98.7,114,93,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,900,50,279.7,80,88,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,900,40,935.4,67,81,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,900,30,4000.1,56,72,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,900,20,17508.1,43,41,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,1000,25,149.7,78,81,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,1000,20,452.3,49,65,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,1000,15,842.4,64,60,,,,,,
AUS_017,17.9,0.06,21.4,0.45,0.34,48.4616,1.2,9,0.8,,0.32,0.01,,0.005,,0.004,0.0394,0.01,0,1150,,4.4,1000,10,3475.6,27,36,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,700,200,315.8,113,86,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,700,180,703.8,111,96,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,700,160,2147.8,113,92,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,700,140,9222.1,63,89,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,800,120,109.5,95,94,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,800,100,387.5,111,91,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,800,90,870.7,87,90,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,800,80,2161.1,102,91,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,800,60,15647.3,66,83,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,900,60,93.2,116,93,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,900,50,262.2,95,90,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,900,40,739.7,58,87,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,900,30,3765.8,74,74,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,1000,25,181.1,100,72,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,1000,20,331.2,66,69,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,1000,15,1934.4,40,39,,,,,,
AUS_018,18.7,0.06,21.1,0.48,0.35,48.0392,1.4,8.8,0.6,,0.39,0.01,,0.021,,0.004,0.0358,0.01,0,1150,,4.7,1000,10,3088.9,46,39,,,,,,
